Organisation Name,Town/City,County,Type & Rating,Route,City
LA PRAIRIE (UK) LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
La Retraite RC Girls School,London,,Worker (A rating),Skilled Worker,London / nan
La Tartine London Limited,London,,Worker (A rating),Skilled Worker,London / nan
La Tua Pasta Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LabGenius Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Labtech London Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lacoste UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lacoste UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lacuna Solutions Limited,London,,Worker (A rating),Skilled Worker,London / nan
Ladbrokes Betting & Gaming Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Ladbrokes Betting & Gaming Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Laderach (uk) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Laduree UK,London,Willesden,Worker (A rating),Skilled Worker,London / Willesden
Lagardere Travel Retail UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lahpet,London,,Worker (A rating),Skilled Worker,London / nan
Laidlaw & Company (UK) Ltd.,London,,Worker (A rating),Skilled Worker,London / nan
Laidlaw Foundation,London,,Worker (A rating),Skilled Worker,London / nan
Laing Investments Management Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
LAJ Investments Limited,London,,Worker (A rating),Skilled Worker,London / nan
Laka Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lake House Corporation Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lake Parime Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lakshmi Narayana Trust,London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
Lakshmi Narayana Trust,London,,Temporary Worker (A rating),Religious Worker,London / nan
Lakshmis Jewellers Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LALIVE (London) LLP,London,,Worker (A rating),Skilled Worker,London / nan
LALIVE (London) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LAMAR HOLIDAYS LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lambda Therapeutic Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lambda Therapeutic Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lambert Energy Advisory Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lamberti Shopfitting Ltd t/a Lamberti Construction,London,London,Worker (A rating),Skilled Worker,London / London
Lambeth Walk Group Practice,London,,Worker (A rating),Skilled Worker,London / nan
Laminar Group Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lamington Group,London,,Worker (A rating),Skilled Worker,London / nan
Lancaster Investment Services Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Land Securities Properties Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Land Technologies Limited (LandInsight),London,,Worker (A rating),Skilled Worker,London / nan
Land Union (UK) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Landesbank Baden-Wurttemberg,London,,Worker (A rating),Skilled Worker,London / nan
Landesbank Baden-Wurttemberg,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LandFX UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Landia Advisory Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Landmark Partners (Europe) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Landmark Partners (Europe) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Landmark Worldwide UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Landmark Worldwide UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Landor Associates Europe Limited,London,,Worker (A rating),Skilled Worker,London / nan
Landor Associates Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Land's End Properties Ltd,London,London,Worker (A rating),Skilled Worker,London / London
Landways Management Limited,Kennington,London,Worker (A rating),Skilled Worker,Kennington / London
Landy Partners Limited,London,,Worker (A rating),Skilled Worker,London / nan
LANDY TECH LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Langan International UK, Ltd,London,,Worker (A rating), Ltd / London
Langan International UK, Ltd,London,,Worker (A rating), Ltd / London
Langham Arts Trust,London,,Worker (A rating),Skilled Worker,London / nan
Langham Estate Management Limited,London,,Worker (A rating),Skilled Worker,London / nan
Langham Hall UK Services LLP,London,,Worker (A rating),Skilled Worker,London / nan
Langham Hall UK Services LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Langham Properties,London,Barnet,Worker (A rating),Skilled Worker,London / Barnet
Langley Search & Selection Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Language Insight Limited,Vauxhall,London,Worker (A rating),Skilled Worker,Vauxhall / London
Lanop Ltd,London,London,Worker (A rating),Skilled Worker,London / London
LANSBURY ESTATE MUSLIM ASSOCIATION,London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
LANSDOWNE PARTNERS LTD,London,,Worker (A rating),Skilled Worker,London / nan
LANSHA LTD,London,,Worker (A rating),Skilled Worker,London / nan
LANSONS COMMUNICATIONS LLP,London,,Worker (A rating),Skilled Worker,London / nan
Lantern Ventures Ltd, London,,Worker (A rating),Skilled Worker, London / nan
Lantum Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LANWARE LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Lanzani Limited t/a iACS,London,,Worker (A rating),Skilled Worker,London / nan
Lapithus Management LLP,London,,Worker (A rating),Skilled Worker,London / nan
LAPP Industries Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lapwing Advisers Limited,London,,Worker (A rating),Skilled Worker,London / nan
Larkbrace Ltd t/a La Trompette,London,,Worker (A rating),Skilled Worker,London / nan
Larsen & Toubro Infotech UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Larsen & Toubro Infotech UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LASALLE INVESTMENT MANAGEMENT,London,,Worker (A rating),Skilled Worker,London / nan
LASALLE INVESTMENT MANAGEMENT,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lascaux Partners Limited,London,,Worker (A rating),Skilled Worker,London / nan
Last Frontier Property Limited,London,,Worker (A rating),Skilled Worker,London / nan
LastMileXchange Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LATAM Airlines Group S.A,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LATENTBRIDGE LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
LATHAM & WATKINS (LONDON) LLP,London,,Worker (A rating),Skilled Worker,London / nan
LATHAM & WATKINS (LONDON) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LATHAM & WATKINS (LONDON) LLP,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
Latin American Women's Rights Service,London,london,Worker (A rating),Skilled Worker,London / london
Latitude RCBI Consultancy (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Latra Limited,London,,Worker (A rating),Skilled Worker,London / nan
Latsco (London) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lattice Technologies Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lattice Technologies Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Latymer All Saints CE Primary School,London,,Worker (A rating),Skilled Worker,London / nan
Latymer Upper School,London,,Worker (A rating),Skilled Worker,London / nan
Laudes Fdn UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
LaundryRepublic Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Laura Devine Solicitors Limited (trading as Laura Devine Immigration),London,,Worker (A rating),Skilled Worker,London / nan
Laura Devine Solicitors Limited (trading as Laura Devine Immigration),London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Laura Holmes Production Ltd.,London,,Worker (A rating),Skilled Worker,London / nan
Laura Holmes Production Ltd.,London,,Temporary Worker (A rating),Creative Worker,London / nan
Lavanda Ventures Limited,London,,Worker (A rating),Skilled Worker,London / nan
Laven (Tech) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lavendale Montessori,London,,Worker (A rating),Skilled Worker,London / nan
Lavender Court Care Home Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lavender on the Hill,London,,Worker (A rating),Skilled Worker,London / nan
Law & Co Solicitors,London,Please select...,Worker (A rating),Skilled Worker,London / Please select...
LAW & LAWYERS LTD,London,,Worker (A rating),Skilled Worker,London / nan
LAW Absolute Limited,London,,Worker (A rating),Skilled Worker,London / nan
Law Business Research Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Law Firm Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Law Lane Solicitors Limited,Stratford,London,Worker (A rating),Skilled Worker,Stratford / London
LawAdvisor Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LawBit Ltd t/a LawBite,London,,Worker (A rating),Skilled Worker,London / nan
Lawrence & Co. Solicitors CDS LLP,London,,Worker (A rating),Skilled Worker,London / nan
Lawson Conner Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lawyers for Justice in Libya,London,,Worker (A rating),Skilled Worker,London / nan
Lawyers on Demand Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lawyers on Demand Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Laxzo Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Layalina Limited,London,,Worker (A rating),Skilled Worker,London / nan
Laybuy Holdings (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Layer 9,Beckenham,London,Worker (A rating),Skilled Worker,Beckenham / London
Laytons LLP,London,,Worker (A rating),Skilled Worker,London / nan
Lazard & Co., Services Limited,London,,Worker (A rating), Services Limited / London
Lazard & Co., Services Limited,London,,Worker (A rating), Services Limited / London
Lazard Asset Management Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lazard Asset Management Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LAZEEZ LEBANESE TAPAS LTD,London,,Worker (A rating),Skilled Worker,London / nan
LB Vonsiemens,London,,Worker (A rating),Skilled Worker,London / nan
LBD Wholesale Ltd (t/a Longboys),London,,Worker (A rating),Skilled Worker,London / nan
LCH Partners (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
LCH Partners (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LCM Commodities UK LLP,London,,Worker (A rating),Skilled Worker,London / nan
LCM Corporate Services UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LCM Corporate Services UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LCM Partners Limited,London,,Worker (A rating),Skilled Worker,London / nan
LCUK Artists Ltd,London,England,Temporary Worker (A rating),Creative Worker,London / England
LDB Construction UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
LDM Properties (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Le Boudin Blanc Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Le Comptoir Robuchon Limited,London,,Worker (A rating),Skilled Worker,London / nan
Le Cordon Bleu Limited,London,,Worker (A rating),Skilled Worker,London / nan
Le Cordon Bleu Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Le Gavroche Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Le Violon Bleu Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Leadenhall Financial Management Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LEADER EUROPE LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Leaders' Quest Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leaders' Quest Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Leading Education Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Leading Learning Trust,London,,Worker (A rating),Skilled Worker,London / nan
Leadscale Engine Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leagas Delaney Limited,London,,Worker (A rating),Skilled Worker,London / nan
League of British Muslims UK,London,Essex,Worker (A rating),Tier 2 Ministers of Religion,London / Essex
League of British Muslims UK,London,Essex,Temporary Worker (A rating),Religious Worker,London / Essex
LEAMOUTH EXCEL LTD,London,,Worker (A rating),Skilled Worker,London / nan
Lean Technologies Development (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lean Technologies Development (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Leanpath Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Leapman Weiss - Chartered Accountants,London,,Worker (A rating),Skilled Worker,London / nan
LEARN 2 EARN LTD,London,,Worker (A rating),Skilled Worker,London / nan
Learning Connexions (UK) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Learning in Harmony Trust,Hartley Avenue,London,Worker (A rating),Skilled Worker,Hartley Avenue / London
Learning Pool,Derry,Derry/Londonderry,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,Derry / Derry/Londonderry
Leathwaite Human Capital Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lebaneats Takeaway Ltd T/A Lebaneats,London,London,Worker (A rating),Skilled Worker,London / London
Lebara Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lebara Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
L'ecole Bilingue Ltd,London,,Worker (A rating),Skilled Worker,London / nan
L'Ecole des Petits Limited,London,,Worker (A rating),Skilled Worker,London / nan
Led Flex Limited,London,,Worker (A rating),Skilled Worker,London / nan
Ledger Technologies UK LTD,London,,Worker (A rating),Skilled Worker,London / nan
Lee Abbey International Students' Club,London,,Temporary Worker (A rating),Charity Worker,London / nan
Lee Kum Kee (Europe) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lee Kum Kee (Europe) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Leela Consultancy Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leesman Limited,London,,Worker (A rating),Skilled Worker,London / nan
LEFTLEY ROWE AND COMPANY,London,,Worker (A rating),Skilled Worker,London / nan
Legacy Private Limited,London,Greater London,Worker (A rating),Skilled Worker,London / Greater London
Legal and Consulting Services Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Legal and Consulting Services Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Legal and General Investment Management (Holdings) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Legal and General Investment Management (Holdings) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Legal Case Management Limited,London,,Worker (A rating),Skilled Worker,London / nan
Legal Services Board,London,,Worker (A rating),Skilled Worker,London / nan
Legance - Avvocati Associati (London Branch),London,,Worker (A rating),Skilled Worker,London / nan
Legatics Limited,London,,Worker (A rating),Skilled Worker,London / nan
Legatum Institute Foundation,London,,Worker (A rating),Skilled Worker,London / nan
Legend Solicitors Limited,London,United Kingdom,Worker (A rating),Skilled Worker,London / United Kingdom
Legendre UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Legendre UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Legendre UK Limited,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
Legends Sales & Marketing UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Legends Sales & Marketing UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Legerity Limited,London,,Worker (A rating),Skilled Worker,London / nan
Legion Supplies Limited,London,,Worker (A rating),Skilled Worker,London / nan
LEICHT Contracts UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Leidos Innovations Global, Inc.,London,,Worker (A rating), Inc. / London
Leidos Innovations Global, Inc.,London,,Worker (A rating), Inc. / London
Leif Hoegh (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leif Hoegh (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Leigh Carr,London,,Worker (A rating),Skilled Worker,London / nan
Leigh Day,London,,Worker (A rating),Skilled Worker,London / nan
Leighton-Pope Organisation,Hammersmith,London,Temporary Worker (A rating),Creative Worker,Hammersmith / London
Lejazzetal,London,,Temporary Worker (A rating),Creative Worker,London / nan
Lek Securities UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lek Securities UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lekela Advisors Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lekela Advisors Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lema (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lemon Head Prints Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lemonade Dolls Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lemongold Ltd T/A Landys Chemist,London,,Worker (A rating),Skilled Worker,London / nan
Lendable Operations Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lending Works Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lending Works Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lendinvest Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LendLease Europe Holdings Limited,London,,Worker (A rating),Skilled Worker,London / nan
LendLease Europe Holdings Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lendx Solutions Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leni's Model Management,London,,Worker (A rating),Skilled Worker,London / nan
Leni's Model Management,London,,Temporary Worker (A rating),Creative Worker,London / nan
Leo Baeck College,London,,Worker (A rating),Skilled Worker,London / nan
Leo Burnett Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leo Burnett Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Leo Chan Education Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Leon Bara Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Leon Paul Equipment Company Limited,London,London,Worker (A rating),International Sportsperson,London / London
Leon Restaurants Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leonard Cheshire Disability,London,,Worker (A rating),Skilled Worker,London / nan
Leonard Cheshire Disability,London,,Temporary Worker (A rating),Charity Worker,London / nan
Leonard Cheshire Disability,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Leoni Sceti Group Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leonteq Securities (Europe) GmbH,London,,Worker (A rating),Skilled Worker,London / nan
Leonteq Securities (Europe) GmbH,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Les Ambassadeurs Club Limited,London,,Worker (A rating),Skilled Worker,London / nan
Les Ambassadeurs Club Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Les Filles LTD,London,,Worker (A rating),Skilled Worker,London / nan
Les Mills UK Fitness Limited,London,,Worker (A rating),Skilled Worker,London / nan
Les Mills UK Fitness Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Les Petites Etoiles Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lesotho High Commission,London,,Temporary Worker (A rating),International Agreement,London / nan
LESSEL LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Leste Capital Management (UK) LLP,London,,Worker (A rating),Skilled Worker,London / nan
Lester and Hamilton trading as Pandora,London,,Worker (A rating),Skilled Worker,London / nan
Lester Dominic Solicitors,London,,Worker (A rating),Skilled Worker,London / nan
LetterOne Technology (UK) LLP,London,Greater London,Worker (A rating),Skilled Worker,London / Greater London
LETTERONE TREASURY LLP,London,London,Worker (A rating),Skilled Worker,London / London
Leucid Bio Limited,London,,Worker (A rating),Skilled Worker,London / nan
Level 1 Construct Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Leversys Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Levin Group Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Levitt Bernstein,London,,Worker (A rating),Skilled Worker,London / nan
LEVY + PARTNERS LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Levy Gorvy Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lewis Communications Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lewis Communications Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lewis Silkin LLP,London,,Worker (A rating),Skilled Worker,London / nan
Lewis Silkin LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lewis Trust Group Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lewis Trust Group Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lewisham & Greenwich NHS Trust,London,,Worker (A rating),Skilled Worker,London / nan
Lewisham Visionplus Ltd TA Lewisham Specsavers Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lexden Marine Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lexington Advisors UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lexoo Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leyton Dental Surgery,London,london,Worker (A rating),Skilled Worker,London / london
Leyton House Community Care Ltd,London,Waltham Forest,Worker (A rating),Skilled Worker,London / Waltham Forest
Leyton UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Leytonstone Halal Meat Limited,London,,Worker (A rating),Skilled Worker,London / nan
LF Europe Limited,London,,Worker (A rating),Skilled Worker,London / nan
LF Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
L-GAM UK Advisors Limited,London,,Worker (A rating),Skilled Worker,London / nan
L-GAM UK Advisors Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LGT Private Debt Ltd.,London,,Worker (A rating),Skilled Worker,London / nan
LGT Private Debt Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LH Global Group (UK) Limited,City of London,,Worker (A rating),Skilled Worker,City of London / nan
LH NR UK (MANAGEMENT) LLP,London,,Worker (A rating),Skilled Worker,London / nan
LHA London LTD,London,,Temporary Worker (A rating),Charity Worker,London / nan
LHI Group Limited,London,,Worker (A rating),Skilled Worker,London / nan
LHI Group Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LIA UK Holdings II Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Libby Perszyk Kathman Limited,London,,Worker (A rating),Skilled Worker,London / nan
Libby Perszyk Kathman Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Liberal Democrats,London,,Worker (A rating),Skilled Worker,London / nan
Liberal Judaism (ULPS),London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
Liberis Ltd,London,Greater London,Worker (A rating),Skilled Worker,London / Greater London
Liberty CF Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Liberty Commodities,London,,Worker (A rating),Skilled Worker,London / nan
Liberty Commodities,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Liberty Global Europe Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Liberty Global Europe Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Liberty Specialty Markets Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Liberty Specialty Markets Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Liberty Specialty Markets Ltd,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
LIBERTY WINES LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Liberum Capital Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Liberum Capital Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LIBRA CAPITAL LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
LICKALIX LTD,London,,Worker (A rating),Skilled Worker,London / nan
Lidl Great Britain Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lidl Great Britain Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lief London LTD,London,,Temporary Worker (A rating),Creative Worker,London / nan
LIFE CENTRE BIBLE CHURCH,London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
Life in the Cocoon Limited,London,,Worker (A rating),Skilled Worker,London / nan
Life Trading UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lifealike Limited (T/A onefinestay),London,,Worker (A rating),Skilled Worker,London / nan
Lifealike Limited (T/A onefinestay),London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LifeArc,London,,Worker (A rating),Skilled Worker,London / nan
Lifebit Biotech Limited,London,County (optional),Worker (A rating),Skilled Worker,London / County (optional)
LifeCare Residences Limited,London,,Worker (A rating),Skilled Worker,London / nan
LIFECOME LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Lifescience Dynamics Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lifescience Dynamics Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lifestyle-lets and Lease Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LIFORME LTD,London,,Worker (A rating),Skilled Worker,London / nan
Lifschutz Davidson Sandilands,London,,Worker (A rating),Skilled Worker,London / nan
LIfT BioSciences Ltd,London,London,Worker (A rating),Skilled Worker,London / London
Liftoff Mobile Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Liftoff Mobile Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Light Upon Light Media Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lightful Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lighthouse eDiscovery Europe, Ltd.,London,,Worker (A rating), Ltd. / London
Lighthouse eDiscovery Europe, Ltd.,London,,Worker (A rating), Ltd. / London
Lighthouse One UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lighthouse One UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lighting Design International Ltd.,London,,Worker (A rating),Skilled Worker,London / nan
Lightning Sharks Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lightricks UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lightricks UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LIGHTRIVER TECHNOLOGIES UK, LIMITED,London,,Worker (A rating), LIMITED / London
LIGHTRIVER TECHNOLOGIES UK, LIMITED,London,,Worker (A rating), LIMITED / London
Lightrock LLP,London,,Worker (A rating),Skilled Worker,London / nan
Lightsource Development Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lightspeed POS UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lightspeed POS UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LIGS Limited,London,,Worker (A rating),Skilled Worker,London / nan
LIGS Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Like Digital Media Ltd.,London,,Worker (A rating),Skilled Worker,London / nan
LILA D UK LTD,London,,Worker (A rating),Skilled Worker,London / nan
Lilium Aviation Ltd. UK Lilium Aviation US,London,,Worker (A rating),Skilled Worker,London / nan
Lilium Aviation Ltd. UK Lilium Aviation US,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lime Street Management Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
